angelikadingle@iiitd.ac.in,Angelika Dingle,9 Field Rd; Denham; Uxbridge; Buckinghamshire UB9 4HJ; India,9999024521,Electronics and Communication,Compilers,Distributed Systems,Embedded System,Male,SC,No,1989-05-31,No,Jewel Dingle,Indian,9 Field Rd; Denham; Uxbridge; Buckinghamshire UB9 4HJ; UK,925838,CBSE,71,2005,CBSE,82,2007,B.Tech,Electronics and Communication,Bengal Engineering & Science University (BESU),Bengal Engineering & Science University (BESU),Shibput,West Bengal,2011,84.0,Yes,Compilers,Distributed Systems,Embedded System,,Yes,M.Tech,Electronics and Communication,Bengal Engineering & Science University (BESU),Random Title,Shibput,West Bengal,2013,82,No,,,,,,No,,2011,75,787,5959,Prime Minister's Scholarship,2015-06-11,PHD1010
miyokoscheffel@iiitd.ac.in,Miyoko Scheffel,4 Darling Ave; Lurgan; Craigavon; Craigavon BT66 8EZ; India,9599775300,Computational Biology,Molecular Mechanics,Data Processing,Molecular Biology,Male,General,No,1989-09-19,No,Anibal Scheffel,Indian,4 Darling Ave; Lurgan; Craigavon; Craigavon BT66 8EZ; UK,615463,ICSE,72,2005,ICSE,95,2007,B.Tech,Information Technology,BIT,BIT,Mesra,Jharkhand,2011,74,No,Molecular Mechanics,Data Processing,Molecular Biology,,Yes,M.Tech,Information Technology,BIT,Random Title,Mesra,Jharkhand,2013,85,No,,,,,,No,,2011,94,987,505,,2015-04-27,PHD1011
santopotts@iiitd.ac.in,Santo Potts,24 Belmont St; Newtyle; Blairgowrie; Angus PH12 8UE; India,8939033524,Computer Science,Information Security,,,Male,ST,No,1990-06-03,No,Rosario Potts,Indian,24 Belmont St; Newtyle; Blairgowrie; Angus PH12 8UE; UK,273882,ICSE,74,2006,ICSE,96,2008,B.Tech,Information Technology,IIT-Mumbai,IIT,Mumbai,Maharashtra,2012,70,No,Information Security,Mobile Computing,Data Analytics,,Yes,M.Tech,Information Technology,IIT-Mumbai,Random Title,Mumbai,Maharashtra,2014,86,No,,,,,,No,,2012,71,745,7373,,2015-07-11,PHD1012
jenisestirling@iiitd.ac.in,Jenise Stirling,7 Oak Tree Ave; Edwinstowe; Mansfield; Nottinghamshire NG21 9NF; India,9597767749,Electronics and Communication,VLSI,Embedded Systems,Embedded System,Female,General,No,1990-07-24,No,Lyman Stirling,Pakistani,7 Oak Tree Ave; Edwinstowe; Mansfield; Nottinghamshire NG21 9NF; UK,160748,ICSE,90,2006,ICSE,76,2008,B.Tech,Electronics and Communication,NIT-Surathkal,NIT,Surathkal,Karnataka,2012,81,Yes,VLSI,Embedded Systems,Embedded System,,Yes,M.Tech,Electronics and Communication,NIT-Surathkal,Random Title,Surathkal,Karnataka,2014,76,No,,,,,,No,,2012,95,997,101,,2015-03-15,PHD1013
dixiecollom@iiitd.ac.in,Dixie Collom,53 Lakeside; Rainham; Greater London RM13 9SN; India,9650826230,Computational Biology,Image Processing,,,Male,General,No,1991-01-06,No,Granville Collom,Indian,53 Lakeside; Rainham; Greater London RM13 9SN; UK,829020,State Board,71,2007,State Board,83,2009,B.Tech,Computer Science,NIT-Warangal,NIT,Warangal,Andhra Pradesh,2013,74,No,Image Processing,BioSimulations,Mathematical Biology,,Yes,M.Tech,Computer Science,NIT-Warangal,Random Title,Warangal,Andhra Pradesh,2015,83,No,,,,,,Yes,Computer Science And IT,2013,70,735,7474,,2015-05-15,PHD1014
venachacon@iiitd.ac.in,Vena Chacon,1 Old Station Pl; Ballater; Aberdeenshire AB35 5RG; India,7415173953,Computer Science,Mobile Computing,,,Female,OBC,No,1991-05-11,No,Donnie Chacon,Indian,1 Old Station Pl; Ballater; Aberdeenshire AB35 5RG; UK,757432,ICSE,75,2007,ICSE,97,2009,B.Tech,Computer Science,Harcourt Butler Technological Institute,UPTU,Kanpur,Uttar Pradesh,2013,84,No,Mobile Computing,Network Security,Image Analysis,,Yes,M.Tech,Computer Science,Harcourt Butler Technological Institute,Random Title,Kanpur,Uttar Pradesh,2015,97,No,,,,,,No,,2013,90,945,1414,,2015-04-13,PHD1015
valerihaug@iiitd.ac.in,Valeri Haug,23 Ward Cl; Great Sankey; Warrington; Warrington WA5 8XY; India,7506939626,Electronics and Communication,Compilers,Embedded Systems,,Male,General,No,1991-08-24,No,Domenic Haug,Indian,23 Ward Cl; Great Sankey; Warrington; Warrington WA5 8XY; UK,674573,CBSE,76,2007,CBSE,92,2009,B.Tech,Electronics and Communication,Netaji Subhas Institute of Technology,Delhi University,New Delhi,Delhi,2013,84,Yes,Compilers,Embedded Systems,VLSI,,Yes,M.Tech,Electronics and Communication,Netaji Subhas Institute of Technology,Random Title,New Delhi,Delhi,2015,81,No,,,,,,Yes,Electronics and Communication,2013,73,766,6262,,2015-03-15,PHD1016
irascally@iiitd.ac.in,Ira Scally,2 Grinnavat Rd; Shawbost; Isle of Lewis; Na h-Eileanan an Iar HS2 9BL; India,9026662707,Computational Biology,BioSimulations,Mathematical Biology,,Male,General,No,1991-10-19,No,Carrol Scally,Nepalese,2 Grinnavat Rd; Shawbost; Isle of Lewis; Na h-Eileanan an Iar HS2 9BL; UK,868573,State Board,87,2007,State Board,76,2009,B.Tech,Computer Science,IIT-Delhi,IIT,New Delhi,Delhi,2013,75,No,BioSimulations,Mathematical Biology,Cell Biology,,Yes,M.Tech,Computer Science,IIT-Delhi,Random Title,New Delhi,Delhi,2015,76,No,,,,,,No,,2013,76,798,5353,,2015-06-26,PHD1017
bonitaspurrier@iiitd.ac.in,Bonita Spurrier,12 Oaktree Ave; Derby; Derby DE24 8ES; India,8425023390,Computer Science,Information Security,Data Processing,Mobile Computing,Male,General,No,1991-03-28,Yes,Vincent Spurrier,Indian,12 Oaktree Ave; Derby; Derby DE24 8ES; UK,486808,State Board,86,2007,State Board,79,2009,B.Tech,Computer Science,IIIT-Hyderabad,IIIT-Hyderabad,Hyderabad,Andhra Pradesh,2013,86,No,Information Security,Data Processing,Mobile Computing,Image Analyis,No,,,,,,,,,No,,,,,,No,,2013,75,787,5454,,2015-09-26,PHD1018
zitasemien@iiitd.ac.in,Zita Semien,102 High St; Bidford-on-Avon; Alcester; Warwickshire B50 4AF; India,9654003030,Electronics and Communication,VLSI,Distributed Systems,Embedded System,Male,SC,No,1991-09-28,No,Gus Semien,Indian,102 High St; Bidford-on-Avon; Alcester; Warwickshire B50 4AF; UK,195174,CBSE,77,2007,CBSE,89,2009,B.Tech,Electronics and Communication,Delhi Technological University,Delhi Technological University,New Delhi,Delhi,2013,86,Yes,VLSI,Distributed Systems,Embedded System,,Yes,M.Tech,Electronics and Communication,Delhi Technological University,Random Title,New Delhi,Delhi,2015,89,No,,,,,,Yes,Electronics and Communication,2013,78,819,4646,,2015-06-09,PHD1019
vernelltenner@iiitd.ac.in,Vernell Tenner,31A Camberwell Station Rd; Camberwell; London SE5 9JJ; India,9951354542,Computational Biology,Image Processing,Data Processing,Molecular Biology,Female,General,No,1991-01-24,No,Sid Tenner,Indian,31A Camberwell Station Rd; Camberwell; London SE5 9JJ; UK,383488,ICSE,78,2007,ICSE,74,2009,B.Tech,Information Technology,IT - BHU,IT - BHU,Varanasi,Uttar Pradesh,2013,82,No,Image Processing,Data Processing,Molecular Biology,,Yes,M.Tech,Information Technology,IT - BHU,Random Title,Varanasi,Uttar Pradesh,2015,74,No,,,,,,Yes,Computer Science And IT,2013,77,808,4646,,2015-04-26,PHD1020
ramonitapeebles@iiitd.ac.in,Ramonita Peebles,Broadhead Rd; Bolton; Blackburn with Darwen BL7; India,9911022043,Computer Science,Mobile Computing,,,Male,ST,No,1991-08-01,No,Angel Peebles,Indian,Broadhead Rd; Bolton; Blackburn with Darwen BL7; UK,195634,ICSE,92,2007,ICSE,88,2009,B.Tech,Computer Science,VJTI,VJTI,Mumbai,Maharashtra,2013,85,No,Mobile Computing,Data Processing,Wireless Network,,Yes,M.Tech,Computer Science,VJTI,Random Title,Mumbai,Maharashtra,2015,88,No,,,,,,Yes,Computer Science And IT,2013,85,892,2828,,2015-01-19,PHD1021
juniesaffold@iiitd.ac.in,Junie Saffold,3 Savoy Parade; Enfield; Greater London EN1 1RT; India,9823807309,Electronics and Communication,Compilers,VLSI,Embedded System,Female,General,No,1991-02-09,No,Virgil Saffold,Indian,3 Savoy Parade; Enfield; Greater London EN1 1RT; UK,560346,ICSE,85,2007,ICSE,77,2009,B.Tech,Electronics and Communication,Motilal Nehru National Institute of Technology,Motilal Nehru National Institute of Technology,Allahabad,Uttar Pradesh,2013,86,Yes,Compilers,VLSI,Embedded System,,Yes,M.Tech,Electronics and Communication,Motilal Nehru National Institute of Technology,Random Title,Allahabad,Uttar Pradesh,2015,77,No,,,,,,Yes,Electronics and Communication,2013,96,989,303,Thesis work accepted in International Academic & Research Conference India 2014 ,2015-06-26,PHD1022
erynnapoli@iiitd.ac.in,Eryn Napoli,42 Lyndhurst Rd; Bexleyheath; Greater London DA7 6DF; India,9421463053,Computational Biology,Molecular Mechanics,,,Male,General,Yes,1991-03-20,No,Monty Napoli,Indian,42 Lyndhurst Rd; Bexleyheath; Greater London DA7 6DF; UK,334922,CBSE,84,2007,CBSE,75,2009,B.Tech,Computer Science,MANIT,MANIT,Bhopal,Madhya Pradesh,2013,76,No,Molecular Mechanics,BioSimulations,Cell Biology,,Yes,M.Tech,Computer Science,MANIT,Random Title,Bhopal,Madhya Pradesh,2015,75,No,,,,,,Yes,Computer Science And IT,2013,70,735,6565,,2015-03-08,PHD1023
trudiewnuk@iiitd.ac.in,Trudie Wnuk,7A Parklands; Nanpean; Saint Austell; Cornwall PL26 7YR; India,9938529679,Computer Science,Information Security,,,Male,OBC,No,1991-12-04,No,Norberto Wnuk,Indian,7A Parklands; Nanpean; Saint Austell; Cornwall PL26 7YR; UK,799849,CBSE,77,2007,CBSE,87,2009,B.Tech,Computer Science,IIT-Kharagpur,IIT,Kharagpur,West Bengal,2013,83,No,Information Security,Mobile Computing,Image Analysis,,Yes,M.Tech,Computer Science,IIT-Kharagpur,Random Title,Kharagpur,West Bengal,2015,87,No,,,,,,No,,2013,84,882,2727,,2015-03-25,PHD1024
thomasinaalcantara@iiitd.ac.in,Thomasina Alcantara,4 Mains Rd; Ballantrae; Girvan; South Ayrshire KA26 0NJ; India,9975933393,Electronics and Communication,VLSI,Embedded Systems,,Male,General,No,1986-01-22,No,Hayden Alcantara,Indian,4 Mains Rd; Ballantrae; Girvan; South Ayrshire KA26 0NJ; UK,439317,CBSE,86,2002,CBSE,72,2004,B.Tech,Electronics and Communication,College of Engineering,Savitribai Phule Pune University ,Pune,Maharashtra,2008,97,Yes,VLSI,Embedded Systems,Compilers,,Yes,M.Tech,Electronics and Communication,College of Engineering,Random Title,Pune,Maharashtra,2010,72,No,,,,,,No,,2008,77,808,4343,,2015-01-14,PHD1025
delaineformica@iiitd.ac.in,Delaine Formica,11 Portpool Ln; London EC1N; India,7879417879,Computational Biology,Image Processing,Mathematical Biology,,Male,General,No,1986-07-04,No,Jaime Formica,Indian,11 Portpool Ln; London EC1N; UK,649784,ICSE,79,2002,ICSE,77,2004,B.Tech,Computer Science,PSG College of Technology,Anna University,Coimbatore,Tamil Nadu,2008,81,No,Image Processing,Mathematical Biology,Cell Biology,,Yes,M.Tech,Computer Science,PSG College of Technology,Random Title,Coimbatore,Tamil Nadu,2010,77,No,,,,,,No,,2008,73,766,5353,,2015-01-24,PHD1026
eloissigala@iiitd.ac.in,Elois Sigala,1 Williams Cl; Penyffordd; Chester; Flintshire CH4 0NG; India,9540474455,Computer Science,Mobile Computing,Data Processing,Mobile Computing,Female,General,No,1986-08-06,No,Bobby Sigala,Indian,1 Williams Cl; Penyffordd; Chester; Flintshire CH4 0NG; UK,905948,CBSE,70,2002,CBSE,91,2004,B.Tech,Information Technology,Bengal Engineering & Science University (BESU),Bengal Engineering & Science University (BESU),Shibput,West Bengal,2008,76,No,Mobile Computing,Data Processing,Network Security,Image Analyis,No,,,,,,,,,No,,,,,,No,,2008,93,976,505,,2015-06-14,PHD1027
kandisbaron@iiitd.ac.in,Kandis Baron,33 Campion Cres; Cranbrook; Kent TN17 3QJ; India,9312237451,Electronics and Communication,Compilers,Distributed Systems,Embedded System,Male,SC,No,1986-10-19,No,Patricia Baron,Indian,33 Campion Cres; Cranbrook; Kent TN17 3QJ; UK,557349,CBSE,84,2002,CBSE,70,2004,B.Tech,Electronics and Communication,BIT,BIT,Mesra,Jharkhand,2008,79,Yes,Compilers,Distributed Systems,Embedded System,,Yes,M.Tech,Electronics and Communication,BIT,Random Title,Mesra,Jharkhand,2010,70,No,,,,,,No,,2008,79,829,3737,,2015-09-14,PHD1028
celinavalentino@iiitd.ac.in,Celina Valentino,6 Bank St; Greenlaw; Duns; Scottish Borders TD10 6XX; India,8652494041,Computational Biology,BioSimulations,Data Processing,Molecular Biology,Female,General,No,1988-07-03,No,Kenny Valentino,Indian,6 Bank St; Greenlaw; Duns; Scottish Borders TD10 6XX; UK,803458,CBSE,90,2004,CBSE,74,2006,B.Tech,Computer Science,IIT-Mumbai,IIT,Mumbai,Maharashtra,2010,89,No,BioSimulations,Data Processing,Molecular Biology,,Yes,M.Tech,Computer Science,IIT-Mumbai,Random Title,Mumbai,Maharashtra,2012,74,No,,,,,,No,,2010,79,829,3737,,2015-08-08,PHD1029
clarencemclaughin@iiitd.ac.in,Clarence Mclaughin,Sunderland Hwy; Sunderland; Tyne and Wear SR5; India,9999024521,Computer Science,Information Security,,,Male,ST,No,1989-01-24,No,Glenn Mclaughin,Saudi,Sunderland Hwy; Sunderland; Tyne and Wear SR5; UK,804736,ICSE,87,2005,ICSE,92,2007,B.Tech,Computer Science,NIT-Surathkal,NIT,Surathkal,Karnataka,2011,74,No,Information Security,Data Processing,Image Analysis,,Yes,M.Tech,Computer Science,NIT-Surathkal,Random Title,Surathkal,Karnataka,2013,90.0,No,,,,,,No,,2011,77,808,5252,,2015-01-04,PHD1030
muirozek@iiitd.ac.in,Mui Rozek,3 Country Park View; Bignall End; Stoke-on-Trent; Staffordshire ST7 8NZ; India,9599775300,Electronics and Communication,VLSI,Embedded Systems,Embedded System,Male,General,No,1989-07-26,No,Ian Rozek,Indian,3 Country Park View; Bignall End; Stoke-on-Trent; Staffordshire ST7 8NZ; UK,402604,CBSE,85,2005,CBSE,79,2007,B.Tech,Electronics and Communication,NIT-Warangal,NIT,Warangal,Andhra Pradesh,2011,88,Yes,VLSI,Embedded Systems,Embedded System,,Yes,M.Tech,Electronics and Communication,NIT-Warangal,Random Title,Warangal,Andhra Pradesh,2013,75,No,,,,,,No,,2011,87,913,2323,,2015-07-04,PHD1031
lesafomby@iiitd.ac.in,Lesa Fomby,22 Southwold Pl; Cramlington; Northumberland NE23 8HE; India,8939033524,Computational Biology,Image Processing,,,Male,General,No,1990-02-17,No,Eddy Fomby,Indian,22 Southwold Pl; Cramlington; Northumberland NE23 8HE; UK,439246,State Board,80,2006,State Board,79,2008,B.Tech,Computer Science,Harcourt Butler Technological Institute,UPTU,Kanpur,Uttar Pradesh,2012,77,No,Image Processing,BioSimulations,Mathematical Biology,,Yes,M.Tech,Computer Science,Harcourt Butler Technological Institute,Random Title,Kanpur,Uttar Pradesh,2014,84.0,No,,,,,,No,,2012,92,966,1111,,2015-09-11,PHD1032
edgardobeecher@iiitd.ac.in,Edgardo Beecher,14 Ardarroch Ct; Aberdeen; Aberdeen City AB24 5QZ; India,9597767749,Computer Science,Mobile Computing,,,Male,OBC,No,1990-03-22,Yes,Steven Beecher,French,14 Ardarroch Ct; Aberdeen; Aberdeen City AB24 5QZ; UK,165165,CBSE,86,2006,CBSE,91,2008,B.Tech,Computer Science,Netaji Subhas Institute of Technology,Delhi University,New Delhi,Delhi,2012,75,No,Mobile Computing,Network Security,Wireless Network,,Yes,M.Tech,Computer Science,Netaji Subhas Institute of Technology,Random Title,New Delhi,Delhi,2014,78.0,No,,,,,,Yes,Computer Science And IT,2012,75,787,5757,,2015-05-15,PHD1033
freddymikels@iiitd.ac.in,Freddy Mikels,37-41 Eastwoodbury Cres; Southend-on-Sea; Southend-on-Sea SS2 6XG; India,9650826230,Electronics and Communication,Compilers,Embedded Systems,,Female,General,No,1990-03-28,No,Thanh Mikels,Indian,37-41 Eastwoodbury Cres; Southend-on-Sea; Southend-on-Sea SS2 6XG; UK,740517,ICSE,83,2006,ICSE,94,2008,B.Tech,Electronics and Communication,IIT-Delhi,IIT,New Delhi,Delhi,2012,87,Yes,Compilers,Embedded Systems,VLSI,,Yes,M.Tech,Electronics and Communication,IIT-Delhi,Random Title,New Delhi,Delhi,2014,72.0,No,,,,,,No,,2012,71,745,7373,,2015-07-12,PHD1034
quintonuhrich@iiitd.ac.in,Quinton Uhrich,2 Court Ln; Hadlow; Tonbridge; Kent TN11 0DP; India,7415173953,Computational Biology,Molecular Mechanics,Mathematical Biology,,Male,General,No,1991-01-17,No,Isaias Uhrich,Indian,2 Court Ln; Hadlow; Tonbridge; Kent TN11 0DP; UK,614033,ICSE,72,2007,ICSE,70,2009,B.Tech,Computer Science,IIIT-Hyderabad,IIIT-Hyderabad,Hyderabad,Andhra Pradesh,2013,72,No,Molecular Mechanics,Mathematical Biology,BioSimulations,,Yes,M.Tech,Computer Science,IIIT-Hyderabad,Random Title,Hyderabad,Andhra Pradesh,2015,72,No,,,,,,Yes,Computer Science And IT,2013,72,756,6969,,2015-09-06,PHD1035
monserrateyou@iiitd.ac.in,Monserrate You,37-41 Anne Rd; Smethwick; West Midlands B66 2NZ; India,7506939626,Computer Science,Information Security,Data Processing,Mobile Computing,Female,General,No,1991-05-28,No,Brent You,Indian,37-41 Anne Rd; Smethwick; West Midlands B66 2NZ; UK,301660,ICSE,73,2007,ICSE,74,2009,B.Tech,Information Technology,Delhi Technological University,Delhi Technological University,New Delhi,Delhi,2013,77,No,Information Security,Data Processing,Mobile Computing,,Yes,M.Tech,Information Technology,Delhi Technological University,Random Title,New Delhi,Delhi,2015,80,No,,,,,,No,,2013,84,882,2929,,2015-01-09,PHD1036
cierrachaires@iiitd.ac.in,Cierra Chaires,8 The Crescent; Aberkenfig; Bridgend; Bridgend CF32 9PU; India,9026662707,Electronics and Communication,VLSI,Distributed Systems,Embedded System,Male,SC,No,1991-07-13,No,Floyd Chaires,Indian,8 The Crescent; Aberkenfig; Bridgend; Bridgend CF32 9PU; UK,769722,State Board,88,2007,State Board,86,2009,B.Tech,Electronics and Communication,IT - BHU,IT - BHU,Varanasi,Uttar Pradesh,2013,83,Yes,VLSI,Distributed Systems,Embedded System,,Yes,M.Tech,Electronics and Communication,IT - BHU,Random Title,Varanasi,Uttar Pradesh,2015,77,No,,,,,,No,,2013,72,756,6767,,2015-09-20,PHD1037
earleenhughey@iiitd.ac.in,Earleen Hughey,28 Holm Grove; Uxbridge; Greater London UB10 9LZ; India,8425023390,Computational Biology,Image Processing,Data Processing,Molecular Biology,Male,General,Yes,1991-08-09,No,Duane Hughey,Pakistani,28 Holm Grove; Uxbridge; Greater London UB10 9LZ; UK,476143,ICSE,72,2007,ICSE,70,2009,B.Tech,Computer Science,VJTI,VJTI,Mumbai,Maharashtra,2013,70,No,Image Processing,Data Processing,Molecular Biology,,Yes,M.Tech,Computer Science,VJTI,Random Title,Mumbai,Maharashtra,2015,69,No,,,,,,Yes,Computer Science And IT,2013,88,924,1717,,2015-05-09,PHD1038
evettefurey@iiitd.ac.in,Evette Furey,11 Leacroft; Willenhall; West Midlands WV12 5JZ; India,9654003030,Computer Science,Mobile Computing,,,Male,ST,No,1991-09-20,No,Reed Furey,Indian,11 Leacroft; Willenhall; West Midlands WV12 5JZ; UK,748074,CBSE,83,2007,CBSE,97,2009,B.Tech,Computer Science,Motilal Nehru National Institute of Technology,Motilal Nehru National Institute of Technology,Allahabad,Uttar Pradesh,2013,74,No,Mobile Computing,Data Processing,Wireless Network,,Yes,M.Tech,Computer Science,Motilal Nehru National Institute of Technology,Random Title,Allahabad,Uttar Pradesh,2015,84,No,,,,,,Yes,Computer Science And IT,2013,70,735,7171,,2015-08-16,PHD1039
vannesadelgado@iiitd.ac.in,Vannesa Delgado,Edale Cl; Washington; Tyne and Wear NE38; India,9951354542,Electronics and Communication,Compilers,VLSI,Embedded System,Male,General,No,1991-10-15,No,Adolfo Delgado,Indian,Edale Cl; Washington; Tyne and Wear NE38; UK,582825,State Board,81,2007,State Board,87,2009,B.Tech,Electronics and Communication,MANIT,MANIT,Bhopal,Madhya Pradesh,2013,90.0,Yes,Compilers,VLSI,Embedded System,,Yes,M.Tech,Electronics and Communication,MANIT,Random Title,Bhopal,Madhya Pradesh,2015,84.0,No,,,,,,Yes,Electronics and Communication,2013,95,997,101,,2015-08-11,PHD1040
